column15,column16,column17
S0FL00379,DAVENPORT,FL
S0FL00395,APOPKA,FL
S0FL00445,JACKSONVILLE,FL
S0FL00452,CRYSTAL RIVER,FL
S0FL00494,TALLAHASSEE,FL
S0FL00544,NORTH MIAMI,FL
S0GA00310,STONE MOUNTAIN,GA
S0HI00118,WAIPAHU,HI
S0HI00126,HONOLULU,HI
S0HI00175,KEAAU,HI
S0HI00183,WAIANE,HI
S0IA00028,DES MOINES,IA
S0IA00101,FAIRFIELD,IA
S0IA00119,CLARENCE,IA
S0ID00057,BOISE,ID
S0ID00099,BROOKLAND,NY
S0ID00107,DRIGGS,ID
S0IL00212,ROCKFORD,IL
S0IL00220,CHICAGO,IL
S0IL00238,CHICAGO,IL
S0IL00253,JERSEYVILLE,IL
S0IL00261,HIGHLAND PARK,IL
S0IL00345,CHICAGO,IL
S0IL00352,AURORA,IL
S0IN00053,INDIANAPOLIS,IN
S0IN00061,INDIANAPOLIS,IN
S0IN00095,HOWE,IN
S0IN00111,ANDERSON,IN
S0IN00129,BLOOMINGTON,IN
S0IN00145,GREENWOOD,IN
S0IN00160,INDIANAPOLIS,IN
S0IN00178,LAFAYETTE,IN
S0IN00186,INDIANAPOLIS,IN
S0KS00091,MANHATTAN,KS
S0KS00133,OVERLAND PARK,KS
S0KS00158,KANSAS CITY,KS
S0KS00166,LAWRENCE,KS
S0KY00149,LA GRANGE,KY
S0KY00156,NEWPORT,KY
S0KY00198,HIGHLAND HEIGHTS,KY
S0KY00214,GRAVEL SWITCH,KY
S0KY00255,LONDON,KY
S0LA00071,MANDEVILLE,LA
S0LA00162,MANDEVILLE,LA
S0LA00170,NATCHITOCHES,LA
S0LA00188,ALEXANDRIA,LA
S0LA00279,BELLE CHASSE,LA
S0MA00042,DUXBURY,MA
S0MA00109,WRENTHAM,MA
S0MD00200,BALTIMORE,MD
S0MD00267,TIMONIUM,MD
S0MD00275,FOREST HILL,MD
S0MO00183,COLUMBIA,MO
S0MO00225,LAKE SAINT LOUIS,MO
S0MO00241,LA MONTE,MO
S0MO00290,INDEPENDENCE,MO
S0MO00340,KANSAS CITY,MO
S0NC00202,RALEIGH,NC
S0ND00069,BISMARK,ND
S0ND00093,BISMARCK,ND
S0NH00144,MERRIMACK,NH
S0NH00201,WATERVILLE VALLEY,NH
S0NH00219,MADBURY,NH
S0NH00227,MANCHESTER,NH
S0NH00235,MANCHESTER,NH
S0NH00268,MANCHESTER,NH
S0NH00284,COLEBROOK,NH
S0NJ00068,PRINCETON,NJ
S0NJ00100,MONTCLAIR,NJ
S0NM00041,HOBBS,NM
S0NV00138,RENO,NV
S0NV00211,BOISE,ID
S0NV00252,LAS VEGAS,NV
S0NV00385,LAS VEGAS,NV
S0NV00393,LAS VEGAS,NV
S0NY00188,NEW YORK,NY
S0NY00410,BRUNSWICK,NY
S0NY00428,ARLINGTON,VA
S0NY00501,NEW YORK,NY
S0NY00519,HARRISON,NY
S0NY00527,AUSTERLITZ,NY
S0NY00550,CORNWALL,NY
S0NY00618,NEW YORK,NY
S0OH00133,TERRACE PARK,OH
S0OH00166,CLAYTON,OH
S0OH00174,BEAVERCREEK,OH
S0OH00240,CLYDE,OH
S0OH00265,HUDSON,OH
S0OK00297,HUGO,OK
S0OR00238,BEND,OR
S0OR00253,GLENDALE,OR
S0PA00384,JOHNSTOWN,PA
S0PA00392,PEQUEA,PA
S0PA00418,COATESVILLE,PA
S0PA00434,MEDIA,PA
S0PA00459,NEW PARIS,PA
S0PA00467,YORK,PA
S0PA00483,PITTSBURGH,PA
S0SC00149,SENECA,SC
S0TX00142,AUSTIN,TX
S0TX00191,DALLAS,TX
S0TX00209,SAGINAW,TX
S0UT00124,DRAPER,UT
S0UT00157,SALT LAKE CITY,UT
S0UT00165,ALPINE,UT
S0UT00173,SALT LAKE CITY,UT
S0VT00114,TAFTSVILLE,VT
S0WA00217,GOLDENDALE,WA
S0WA00258,SHORELINE,WA
S0WA00332,SEATTLE,WA
S0WA00357,BELLEVUE,WA
S0WI00197,OSHKOSH,
S0WV00090,FAIRMONT,WV
S2AK00044,ANCHORAGE,AK
S2AZ00141,MESA,AZ
S2AZ00158,APACHE JUNCTION,AZ
S2AZ00174,FORT MOHAVE,AZ
S2AZ00216,SUN CITY WEST,AZ
S2AZ00232,TUCSON,AZ
S2AZ00240,GLENDALE,AZ
S2AZ00265,TUCSON,AZ
S2AZ00273,FLAGSTAFF,AZ
S2CA00286,LOS ANGELES,CA
S2CA00377,SANTA MONICA,CA
S2CA00591,STOCKTON,CA
S2CA00641,DANVILLE,CA
S2CA00690,BREA,CA
S2CA00708,SEBASTOPOL,CA
S2CA00716,SAN DIEGO,CA
S2CA00740,ATHERTON,CA
S2CA00799,MURRIETA ,CA
S2CT00132,CHESHIRE,CT
S2DE00064,NEW CASTLE,DE
S2DE00080,DEWEY BEACH,DE
S2DE00098,WILMINGTON,DE
S2FL00185,FORT LAUDERDALE,FL
S2FL00193,TAMPA,
S2FL00227,TALLAHASSEE,FL
S2FL00235,WINTER PARK,FL
S2FL00243,CRESTVIEW,
S2FL00284,WINTER PARK,FL
S2FL00292,WEST PALM BEACH,FL
S2FL00318,DESTIN,FL
S2FL00326,DAVIE,FL
S2FL00334,NAPLES,FL
S2FL00367,MIAMI BEACH,FL
S2GA00100,MARIETTA,GA
S2GA00118,ATLANTA,GA
S2HI00106,HONOLULU,HI
S2HI00114,HONOLULU,HI
S2IL00119,SUGAR GROVE,IL
S2IN00091,INDIANAPOLIS,IN
S2IN00117,HAMMOND ,IN
S2KY00012,LOUISVILLE,KY
S2LA00077,BATON ROUGE,LA
S2MA00113,SOMERVILLE,MA
S2MA00139,NEWTON,MA
S2MA00170,BOSTON,
S2MA00188,RANDOLPH,MA
S2MD00198,POTOMAC,MD
S2MD00388,BLADENSBURG,MD
S2MD00396,CLINTON,MD
S2MD00412,BALTIMORE,MD
S2MD00420,FORT WASHINGTON,MD
S2MD00438,TOWSON,MD
S2MD00446,WHALEYVILLE,MD
S2ME00091,PORTLAND,ME
S2ME00109,BRUNSWICK,ME
S2ME00125,OXFORD,ME
S2ME00158,BATH,ME
S2MI00185,GRAND BLANC,MI
S2MI00250,ORTONVILLE,MI
S2MN00159,"ROME, ITALY",ZZ
S2MN00266,ROSEMOUNT,MN
S2MO00403,ROLLA,MO
S2MO00429,ST LOUIS,MO
S2MS00124,VANCLEAVE,
S2MT00096,HELENA,MT
S2NC00083,SALISBURY,NC
S2NC00091,RALEIGH,NC
S2NC00257,DURHAM,NC
S2ND00040,BISMARCK,ND
S2ND00099,MANDAN,ND
S2NE00094,VALENTINE,NE
S2NE00128,LINCOLN,NE
S2NJ00080,NEWARK,NJ
S2NJ00320,TRENTON,NJ
S2NJ00346,RIDGEWOOD,NJ
S2NJ00353,OCEAN,NJ
S2NJ00361,BEACHWOOD,NJ
S2NJ00437,PARSIPPANY,NJ
S2NJ00445,METUCHEN,NJ
S2NM00062,ALAMOGORDO,NM
S2NM00070,LAS CRUCES,NM
S2NM00088,ALBUQUERQUE,NM
S2NM00120,LOS ALAMOS,NM
S2NV00183,LAS VEGAS,NV
S2NY00259,NEW YORK,NY
S2NY00275,BAYVILLE,NY
S2NY00291,BROOKLYN,NY
S2NY00309,ROCHESTER,NY
S2OH00170,BEACHWOOD,OH
S2OH00196,PUT-IN-BAY,OH
S2OH00204,MECHANICSBURG,OH
S2OH00212,DEFIANCE,OH
S2OH00238,BOWLING GREEN,OH
S2OH00261,CINCINNATI,OH
S2PA00216,WASHINGTON CROSSIN,PA
S2PA00232,MALVERN,PA
S2RI00089,CENTRAL FALLS,
S2SC00079,COLUMBIA,SC
S2SC00087,MYRTLE BEACH,SC
S2SD00068,SIOUX FALLS,SD
S2TN00058,ALEXANDRIA,VA
S2TN00082,NASHVILLE,TN
S2TN00090,KINGSTON,TN
S2TN00223,NASHVILLE,TN
S2TN00231,SWEETWATER,
S2TN00249,BULLS GAP,TN
S2TX00106,AUSTIN,TX
S2TX00312,HOUSTON,TX
S2TX00361,AUSTIN,TX
S2TX00379,GALVESTON ISLAND,TX
S2TX00403,BEAUMONT,TX
S2TX00411,CELINA,TX
S2UT00179,TAYLORSVILLE,UT
S2UT00187,SALT LAKE CITY,UT
S2UT00229,HIGHLAND,UT
S2VA00134,MOUNT EAGLE,VA
S2VA00142,RICHMOND,VA
S2VA00167,CHESAPEAKE,VA
S2VT00136,WINDSOR,VT
S2VT00144,WASHINGTON,VT
S2WA00189,SEATTLE,WA
S2WA00296,BOTHELL,WA
S2WI00193,RICE LAKE,WI
S2WI00219,MADISON,WI
S2WI00227,HORICON,WI
S2WI00243,DE PERE,WI
S2WI00268,SUN PRAIRIE,WI
S2WI00276,DEPERE,WI
S4AK00099,ANCHORAGE,AK
S4AK00115,ANCHORAGE,AK
S4AK00198,PALMER,AK
S4AK00206,ANCHORAGE,AK
S4AK00214,ANCHORAGE,AK
S4AL00091,BETHESDA,MD
S4AR00038,LITTLE ROCK,AR
S4AR00103,DARDANELLE,AR
S4CA00191,LOS ANGELES,CA
S4CA00332,SAN LEANDRO,CA
S4CO00163,DENVER,CO
S4CO00171,FORT COLLINS,CO
S4CO00304,AURORA,CO
S4CO00320,DURANGO,CO
S4CO00338,COLORADO SPRINGS,CO
S4CO00346,HOT SULPHUR SPRING,CO
S4CO00353,WESTMINSTER,CO
S4CO00361,GLENWOOD SPRINGS,CO
S4CO00379,LITTLETON,CO
S4CO00387,ENGLEWOOD,CO
S4CO00395,LONE TREE,CO
S4CO00411,BOULDER,CO
S4CO00429,DENVER,CO
S4CT00146,DARIEN,CT
S4DE00052,MILTON,DE
S4FL00181,SARASOTA,FL
S4FL00264,MIAMI             ,FL
S4FL00272,BOYNTO ,FL
S4GA11103,MABLETON,GA
S4GA11202,ALPHARETTA,GA
S4GA11210,WASHINGTON,DC
S4GA11236,REDAN,GA
S4GA11251,COLUMBUS,GA
S4GA11269,EVANS,GA
S4GA11277,ATLANTA,GA
S4GA11285,ATLANTA,GA
S4GA11327,FLOWERY BRANCH,GA
S4HI00011,HONOLULU,
S4HI00102,WAIMANALO,HI
S4HI00136,HONOLULU,HI
S4HI00144,HONOLULU,HI
S4HI00151,WAIKOLOA,HI
S4HI00169,HONOLULU ,HI
S4IA00020,CUMMING,IA
S4IA00087,DES MOINES,IA
S4IA00095,CLIVE,IA
S4IA00103,VAN METER,IA
S4IA00129,RED OAK,IA
S4IA00152,WEST DES MOINES,IA
S4IA00178,DAVENPORT,IA
S4IA00186,DUBUQUE,IA
S4ID00075,BOISE,ID
S4IL00362,CHICAGO,IL
S4IL00388,HARVARD,IL
S4IL00404,CALUMET CITY,IL
S4IL00438,OAK BROOK,IL
S4IL00453,KEWANEE,IL
S4IL00479,PONTIAC,IL
S4KS00127,OVERLAND PARK,KS
S4KS00135,TOPEKA,KS
S4KS00150,PAOLA,KS
S4KY00083,BELLEVIEW,FL
S4KY00091,LEXINGTON,KY
S4KY00109,LOUISVILLE,KY
S4KY00158,LOUISVILLE,KY
S4LA00040,CROWLEY,LA
S4LA00057,METAIRIE,LA
S4LA00065,MADISONVILLE,LA
S4LA00107,BATON ROUGE,LA
S4LA00115,MADISONVILLE,LA
S4LA00123,DENHAM SPRINGS,LA
S4LA00131,MANDEVILLE,LA
S4LA00149,LAFAYETTE,LA
S4LA00156,BREAUX BRIDGE,LA
S4MA00028,MALDEN,MA
S4MA00069,BOSTON,MA
S4MA00184,COHASSET,MA
S4MA00218,WEST BOROUGH,MA
S4MA00234,BEVERLY,MA
S4MA00242,BOSTON,MA
S4MA00259,MILLBURY,MA
S4MD00152,STEVENSVILLE,MD
S4MD00160,OLNEY,MD
S4ME00055,PORTLAND,ME
S4ME00071,MANCHESTER,ME
S4ME00089,PORTLAND,ME
S4MI00355,BLOOMFIELD HILLS,MI
S4MI00363,BRYON CENTER,MI
S4MI00371,BERKLEY,MI
S4MI00389,UNION LAKE,MI
S4MI00405,TAYLOR,MI
S4MN00023,MINNEAPOLIS,MN
S4MN00262,PLYMOUTH,MN
S4MN00338,BROOKLYN CENTER,MN
S4MN00346,SUNFISH LANE,MN
S4MN00353,ANOKA,MN
S4MN00361,CHANHASSEN,MN
S4MN00379,DULUTH,MN
S4MN00387,MEDFORD,MN
S4MS00120,ELLISVILLE,MS
S4MS00138,BOONEVILLE,MS
S4MT00084,BILLINGS,MT
S4MT00092,MISSOULA,MT
S4MT00100,WILSALL,MT
S4MT00118,HELENA,MT
S4MT00134,MISSOULA,MT
S4MT00159,BUTTE,MT
S4NC00089,WINSTON-SALEM,NC
S4NC00105,CARY,NC
S4NC00147,RALEIGH,NC
S4NC00162,CORNELIUS,NC
S4NC00170,WILKESBORO,NC
S4NC00188,COOLEEMEE,
S4NC00196,CLAYTON,NC
S4NC00220,SHELBY,NC
S4NC00238,GREENVILLE,NC
S4NC00261,RAEFORD,NC
S4NE00082,OMAHA,NE
S4NE00090,FREMONT,NE
S4NE00108,TEKAMAH,NE
S4NE00124,CALLAWAY,NE
S4NE00132,FORT CALHOUN,NE
S4NE00140,OMAHA,NE
S4NE00165,LINCOLN,NE
S4NH00062,NASHUA,NH
S4NH00096,MANCHESTER,NH
S4NH00104,CONCORD,NH
S4NH00112,ETUA,NH
S4NH00120,RYE,NH
S4NJ00169,FREEHOLD,NJ
S4NJ00185,NEWARK,NJ
S4NJ00193,WOODBURY,NJ
S4NJ00201,PENNINGTON,NJ
S4NJ00227,EAST ORANGE,NJ
S4NJ00243,IRVINGTON,NJ
S4NJ00250,DUMONT,NJ
S4NJ00292,WEST ORANGE,NJ
S4NJ00300,SOMERVILLE,NJ
S4NJ00318,MERCERVILLE,NJ
S4NM00092,LAS CRUCES,NM
S4NM00100,ALBUQUERQUE,
S4NV00197,LAS VEGAS,NV
S4NY00206,JAMAICA,NY
S4OK00083,TULSA,OK
S4OK00133,CLAREMORE,OK
S4OK00174,MUSKOGEE,OK
S4OK00216,BIXBY,OK
S4OK00232,EDMOND,OK
S4OK00257,OKLAHOMA CITY,OK
S4OK00265,BROKEN ARROW,OK
S4OK00281,CHICKASHA,OK
S4OK00299,NORMAN,OK
S4OK00307,OKC,OK
S4OK00364,BROKEN ARROW  ,OK
S4OK00372,OKLAHOMA CITY,OK
S4OR00065,BEAVERTON,OR
S4OR00156,ALBANY,OR
S4OR00164,REDMOND,OR
S4OR00172,SALEM,OR
S4OR00198,PORTLAND,OR
S4PA00121,ZIONSVILLE,PA
S4PA00196,CLINTON,PA
S4SC00083,COLUMBIA,SC
S4SC00109,MT PLEASANT,SC
S4SC00232,MT PLEASANT,SC
S4SC00240,CHARLESTON,SC
S4SC00257,WASHINGTON,DC
S4SC00265,PIEDMONT,SC
S4SC00273,GREENVILLE,SC
S4SC00281,CHARLESTON,SC
S4SC00299,ORANGEBURG,SC
S4SC00307,COLUMBIA,SC
S4SC00331,SPARTANBURG,SC
S4SC00364,ORANGEBURG,SC
S4SD00049,FORT PIERRE,SD
S4SD00056,SIOUX FALLS,SD
S4SD00064,SIOUX FALLS,SD
S4SD00098,YANKTON,SD
S4SD00106,RAPID CITY,SD
S4SD00114,BLACK HAWK,SD
S4TN00302,LASCASSAS,TN
S4TN00310,GREENBRIER,TN
S4TN00328,KNOXVILLE,TN
S4TN00344,GALLATIN,TN
S4TN00351,KNOXVILLE,TN
S4TN00369,MOUNT JULIET,
S4TN00377,MEMPHIS,TN
S4TN00385,KNOXVILLE,TN
S4TN00492,COOKEVILLE,TN
S4TX00425,ROCKPORT,TX
S4TX00433,CLEVELAND,TX
S4TX00466,SUGAR LAND,TX
S4TX00490,AUSTIN,TX
S4TX00516,DALLAS,TX
S4TX00524,WEBSTER,TX
S4TX00581,ROWLETT,TX
S4VA00148,CENTREVILLE,VA
S4VA00155,ALEXANDRIA,VA
S4VA00163,FREDERICKSBURG,VA
S4VA00171,NOKESVILLE,VA
S4VA00189,ALEXANDRIA,VA
S4VT00017,MONTPELIER,VT
S4VT00033,BURLINGTON,VT
S4VT00132,CHESTER,VT
S4WA00474,EPHRATA,WA
S4WA00482,KENNEWICK,WA
S4WA00524,CHATTAROY,WA
S4WI00165,STEVENS POINT,WI
S4WV00084,MORGANTOWN,WV
S4WV00159,CHARLESTON,WV
S4WV00167,CHESTER,WV
S4WV00183,CHARLESTON,WV
S4WV00209,PARKERSBURG,WV
S4WV00258,CHARLESTON,WV
S4WY00097,CHEYENNE,WY
S4WY00105,LARAMIE,WY
S4WY00147,SHERIDAN,WY
S6AK00136,ANCHORAGE,AK
S6AK00144,WASILLA,AK
S6AK00151,ANCHORAGE,AK
S6AK00169,ANCHORAGE,AK
S6AK00177,ANCHORAGE,AK
S6AK00185,BROOKLYN,NY
S6AK00193,ANCHORAGE,AK
S6AK00201,ANCHORAGE,AK
S6AK00219,FAIRBANKS ,AK
S6AL00013,TUSCALOOSA,AL
S6AL00195,MONTGOMERY,AL
S6AL00302,PELHAM,AL
S6AL00310,HOMEWOOD,AL
S6AL00328,DOTHAN,AL
S6AL00336,DAPHNE,AL
S6AL00369,BIRMINGHAM,AL
S6AL00385,SECTION,AL
S6AR00132,LITTLE ROCK,AR
S6AR00140,TULL,AR
S6AR00157,FAYETTEVILLE,AR
S6AZ00019,ALEXANDRIA,VA
S6AZ00134,PHOENIX,AZ
S6AZ00209,LAKESIDE,AZ
S6AZ00217,SCOTTSDALE,AZ
S6AZ00225,PHOENIX,AZ
S6AZ00233,LAKE HAVASU,AZ
S6AZ00241,PEEPLES VALLEY,AZ
S6AZ00258,TUCSON,AZ
S6AZ00266,MAYER,AZ
S6AZ00282,PAGE,AZ
S6AZ00290,PHOENIX,AZ
S6AZ00308,PHOENIX,AZ
S6AZ00316,FLAGSTAFF,AZ
S6AZ00324,HILO,HI
S6AZ00332,PHOENIX,AZ
S6AZ00340,TUCSON,AZ
S6AZ00357,PHOENIX,AZ
S6AZ00365,PHOENIX,AZ
S6AZ00373,KIRKLAND ,AZ
S6AZ00381,PHOENIX,AZ
S6AZ00399,SUN CITY WEST,AZ
S6AZ00407,PHOENIX,AZ
S6CA00477,WESTLAKE VILLAGE,CA
S6CA00568,LOS GATOS,CA
S6CA00576,SAN FRANCISCO,CA
S6CA00584,LOS ANGELES,CA
S6CA00592,TAFT,CA
S6CA00600,FRESNO,CA
S6CA00618,REDWOOD CITY,CA
S6CA00626,OCEANSIDE,CA
S6CA00634,LOS ANGELES,CA
S6CA00642,LANCASTER,CA
S6CA00659,LOS ANGELES,CA
S6CA00667,TEHACHAPI,CA
S6CA00675,RANCHO CUCAMONGA,CA
S6CA00683,WILLOWS,CA
S6CA00691,SANTA ANA,CA
S6CA00709,SAN DIEGO,CA
S6CA00717,VICTORVILLE,CA
S6CA00725,MARTINEZ,CA
S6CA00733,SAN JOSE,CA
S6CA00741,LOS ALTOS,CA
S6CA00758,VICTORVILLE,CA
S6CA00766,SAN FRANCISCO,CA
S6CA00774,ARROYO GRANDE,CA
S6CA00782,SACRAMENTO,CA
S6CA00790,LOS ANGELES,CA
S6CA00808,WHITTIER,CA
S6CA00816,SANTA BARBARA,CA
S6CA00824,CLOVIS,CA
S6CA00832,GLENDALE,CA
S6CA00840,TRACY,CA
S6CA00857,SACRAMENTO,CA
S6CA00865,LOS ANGELES,CA
S6CA00873,LOS ANGELES,CA
S6CA00881,LONG BEACH,CA
S6CA00899,OAKLAND,CA
S6CA00907,LANDCASTER,CA
S6CA00915,SAUGUS,CA
S6CA00923,PALMDALE,CA
S6CA00931,MENLO PARK,CA
S6CA00949,LOS ANGELES,CA
S6CA00956, LAYTON ,CA
S6CA00964,CHULA VISTA,CA
S6CA00972,LOS ANGELES,CA
S6CA00980,LOS ANGELES,CA
S6CA00998,SAN FRANCISCO,CA
S6CA01004,ROCKLIN,CA
S6CA01012,LAGUNA,CA
S6CA01020,RANCHO CUCAMONGA,CA
S6CO00226,COLORADO SPRINGS,CO
S6CO00234,FOUNTAIN,CO
S6CO00242,COLORADO SPRINGS,CO
S6CO00259,LITTLETON,CO
S6CO00267,LITTLETON,CO
S6CO00275,COLORADO SPRINGS,CO
S6CO00283,GREENWOOD VILLAGE,CO
S6CO00291,COLORADO SPRINGS,CO
S6CO00309,DENVER,CO
S6CO00317,PARKER,CO
S6CO00325,LAKEWOOD,CO
S6CO00333,DENVER,CO
S6CO00341,PUEBLO WEST,CO
S6CO00358,GREELEY,CO
S6CO00366,CARBORDALE,CO
S6CO00374,AURORA,CO
S6CO00382,AURORA,CO
S6CT05090,STAMFORD,CT
S6CT05108,BETHEL,CT
S6CT05116,WALINGFORD,CT
S6CT05124,MANCHESTER ,CT
S6CT05132,YALESVILLE,CT
S6DE00131,WILMINGTON,DE
S6FL00194,TAMPA,FL
S6FL00236,WINDERMERE,FL
S6FL00277,MIAMI BEACH,FL
S6FL00285,NORTH PALM BEACH,FL
S6FL00293,PONTE VEDRA BEACH,FL
S6FL00301,ORLANDO,FL
S6FL00319,PALM BEACH GARDENS,FL
S6FL00327,PALM CITY,FL
S6FL00335,ORLANDO,FL
S6FL00343,MIAMI,FL
S6FL00350,INDIAN ROCKS BEACH,FL
S6FL00368,OVIEDO,FL
S6FL00376,ORLANDO,FL
S6FL00384,VENICE,FL
S6FL00392,RUSKIN,FL
S6FL00400,JACKSONVILLE,FL
S6FL00418,LAND O LAKES,FL
S6FL00426,BRADENTON,FL
S6FL00434,MIAMI,FL
S6FL00442,WINTER GARDEN,FL
S6FL00459,TEQUESTA,FL
S6FL00467,DELAND,FL
S6FL00475,TAMPA,FL
S6FL00483,HERNANDO BEACH,FL
S6FL00491,JACKSONVILLE,FL
S6FL00509,TAMPA,FL
S6FL00517,MIAMI BEACH,FL
S6FL00525,CLEARWATER,FL
S6FL00533,ORANGE CITY ,FL
S6FL00541,BOCA RATON,FL
S6FL00558,VENICE,FL
S6GA00101,ATHENS,GA
S6GA00119,ATLANTA,GA
S6GA00184,AUGUSTA,GA
S6GA00192,ATLANTA,GA
S6GA00200,ATLANTA,GA
S6GA00218,HIRAM,GA
S6GA00242,FAYETTEVILLE,GA
S6GA00259,CUMMING,GA
S6HI00180,KANEOHE,HI
S6HI00198,AIEA,HI
S6HI00222,KIHEI ,HI
S6HI00263,SAN FRANCISCO,CA
S6HI00271,HONOLULU,HI
S6HI00289,PEARL CITY,HI
S6HI00297,KANEOHE,HI
S6HI00305,HILO,HI
S6IA00124,CEDAR RAPIDS,IA
S6IA00132,MONTICELLO,IA
S6IA00140,ALBIA,IA
S6IA00157,MASON CITY,IA
S6IA00165,CLARION,IA
S6IA00173,NEVADA,IA
S6ID00013,BOISE,ID
S6ID00096,IDAHO FALLS,ID
S6ID00104,COEURD'ALENE,ID
S6ID00112,BOISE,ID
S6IL00151,SPRINGFIELD,IL
S6IL00185,BURR RIDGE,IL
S6IL00292,CHICAGO,IL
S6IL00300,CHICAGO,IL
S6IL00318,LAKE ZURICH,IL
S6IL00326,CHICAGO,IL
S6IL00334,OSWEGO,IL
S6IL00342,HARVEY,IL
S6IL00359,HOFFMAN ESTATES,IL
S6IL00367,ALINGTON HTS.,IL
S6IL00375,LEROY,IL
S6IL00383,MELROSE PARK,IL
S6IN00175,INDIANAPOLIS,IN
S6IN00183,WEST LAFAYETTE,IN
S6IN00191,BLOOMINGTON,IN
S6IN00209,INDIANAPOLIS,IN
S6IN00217,BROWNSBURG,IN
S6IN00225,FISHERS,IN
S6KS00080,DODGE CITY,KS
S6KS00213,KANSAS CITY ,KS
S6KS00221,EDGERTON,KS
S6KY00096,KNIFLY ,KY
S6KY00104,OWENSBORO,KY
S6KY00112,WINCHESTER,KY
S6KY00120,LEXINGTON,KY
S6KY00138,PHELPS,KY
S6KY00146,BRANDENBURG,KY
S6KY00153,OWENSBORO,KY
S6KY00161,FRANKFORT,KY
S6KY00179,LEXINTON,KY
S6KY00187,LOUISVILLE,KY
S6LA00227,WASHINGTON,DC
S6LA00300,LAFAYETTE,LA
S6LA00318,MINDEN,LA
S6LA00326,NEW ORLEANS,LA
S6LA00334,BATON ROUGE,LA
S6LA00342,NEW ORLEANS,LA
S6LA00359,BOSSIER CITY,LA
S6LA00367,LAFAYETTE,LA
S6LA00375,NEW ORLEANS,LA
S6LA00383,COVINGTON,LA
S6LA00391,NEW ORLEANS,LA
S6LA00409,PONCHATOULA,LA
S6LA00417,LETTSWORTH,LA
S6LA00425,NEW ORLEANS,LA
S6LA00433,WASHINGTON,LA
S6LA00441,KENTWOOD,LA
S6LA00458,JEANERETTE,LA
S6LA00466,NEW ORLEANS,LA
S6LA00474,PONCHATOULA,LA
S6LA00482,NEW ORLEANS,LA
S6MD00140,BALTIMORE,MD
S6MD03177,CATONSVILLE,MD
S6MD03201,HANOVER,MD
S6MD03326,HAVRE DE GRACE,
S6MD03334,AVONDALE,MD
S6MD03359,BALTIMORE,MD
S6MD03375,ROCKVILLE,MD
S6MD03417,SYKESVILLE,MD
S6MD03433,MANCHESTER,MD
S6MD03441,KENSINGTON,MD
S6MD03458,FORT WASHINGTON,MD
S6MD03466,BALTIMORE,MD
S6MD03474,BALTIMORE,
S6MD03482,LANDOVER,MD
S6MD03490,BALTIMORE,MD
S6MD03508,PERRY HALL,MD
S6MD03516,BALTIMORE,MD
S6MD03524,UPPER MARLBORO,MD
S6MD03532,FINKSBURG,MD
S6MD03540,CHESTERTOWN,MD
S6MD03557,PRINCE FREDERICK,MD
S6MD03565,BALDWIN,MD
S6MD03573,MILLERSVILLE,MD
S6MD03581,KINGSVILLE,MD
S6MD03599,BALTIMORE,MD
S6MD03607,ABERDEEN,MD
S6MD03615,PYLESVILLE,MD
S6MD03623,BALTIMORE,MD
S6MD03631,TIMONIUM,MD
S6MD03649,COCKEYSVILLE,MD
S6MD03656,LANDOVER HILLS,MD
S6MD03664,BETHESDA,MD
S6MD03672,KENSINGTON,MD
S6ME00159,BANGOR,ME
S6MI00103,WASHINGTON,DC
S6MN00176,STILLWATER,MN
S6MN00267,ST PAUL,MN
S6MO00289,ST LOUIS,MO
S6MO00305,ST LOUIS,MO
S6MO00362,COLUMBIA,MO
S6MO00370,CASSVILLE,MO
S6MO00388,KANSAS CITY,MO
S6MO00396,ST LOUIS,MO
S6MO00404,SALEM,MO
S6MO00412,ST LOUIS,MO
S6MO00420,SUNRISE BEACH,MO
S6MO00438,ST LOUIS,MO
S6MO00446,HARRISONVILLE,MO
S6MO00453,JEFFERSON CITY,MO
S6MO00461,ASHLAND,MO
S6MO00479,SAINT LOUIS,MO
S6MT00097,BILLINGS,
S6MT00162,BIG SANDY,MT
S6NC00258,FRANKLIN,NC
S6NC00266,RALEIGH,NC
S6NC00274,DURHAM,NC
S6NC00282,FAYETTEVILLE,NC
S6NC00290,FAYETTEVILLE,NC
S6NC00308,GREENSBORO,NC
S6NC00316,MOUNT OLIVE,NC
S6NC00324,FAYETTEVILLE,NC
S6ND00082,PALMA,OH
S6ND00108,GRAND FORKS,ND
S6ND00116,FARGO,ND
S6NE00095,OMAHA,NE
S6NH00083,FARMINGTON,NH
S6NH00091,CONCORD,NH
S6NH00109,LACONIA,NH
S6NH00117,NASHUA,NH
S6NH00125,BEDFORD,NH
S6NJ00131,FLEMINGTON,NJ
S6NJ00172,ENGLEWOOD,NJ
S6NJ00263,LONG BRANCH,NJ
S6NJ00271,COLONIA,NJ
S6NJ00289,NEWARK,NJ
S6NV00028,LAS VEGAS,NV
S6NV00168,HENDERSON,NV
S6NV00192,LAS VEGAS,NV
S6NV00200,LAS VEGAS,NV
S6NV00218,LAS VEGAS,NV
S6NV00226,LAS VEGAS,NV
S6NV00234,LAS VEGAS,NV
S6NV00242,LAS VEGAS,NV
S6NV00259,LAS VEGAS,NV
S6NV00267,LAS VEGAS,NV
S6NV00275,RENO,NV
S6NV00291,HENDERSON,NV
S6NV00309,LAS VEGAS,NV
